;"Oil";"Coal";"Gas";"Hydroelectricity";"Nuclear";"Biomass and Waste";"Wind";"Fuel Ethanol";"Peat";"Geothermal";"Solar, Tide, Wave, Fuel Cell";"Biodiesel"
"1900-01-01 00:00:21";0;23,19226;0;0;0;;;;0,0336;;;
"1901-01-01 00:00:21";0;22,43444;0;0;0;;;;0,0413;;;
"1902-01-01 00:00:21";0;20,82094;0;0;0;;;;0,0385;;;
"1903-01-01 00:00:21";0;24,24128;0;0;0;;;;0,035;;;
"1904-01-01 00:00:21";0;23,73112;0;0;0;;;;0,03325;;;
"1905-01-01 00:00:21";0;24,95038;0;0;0;;;;0,03465;;;
"1906-01-01 00:00:21";0;23,73028;0;0;0;;;;0,0672;;;
"1907-01-01 00:00:21";0;25,5136;0;0;0;;;;0,03185;;;
"1908-01-01 00:00:21";0;25,95894;0;0;0;;;;0,028;;;
"1909-01-01 00:00:21";0;26,285;0;0;0;;;;0,06265;;;
"1910-01-01 00:00:21";0;26,6448;0;0;0;;;;0,0168;;;
"1911-01-01 00:00:21";0;27,26248;0;0;0;;;;0,02065;;;
"1912-01-01 00:00:00";0;28,59122;0;0;0;;;;0,01855;;;
"1913-01-01 00:00:00";0,055;28,36876;0;0;0;;;;0,01575;;;
"1914-01-01 00:00:00";0;19,07654;0;0;0;;;;0,01295;;;
"1915-01-01 00:00:00";0;13,48284;0;0;0;;;;0,007;;;
"1916-01-01 00:00:00";0;14,70196;0;0;0;;;;0,01085;;;
"1917-01-01 00:00:00";0;19,91626;0;0;0;;;;0,0182;;;
"1918-01-01 00:00:00";0,052;18,01226;0;0;0;;;;0,04515;;;
"1919-01-01 00:00:00";0,048;15,4581;0;0;0;;;;0,02485;;;
"1920-01-01 00:00:00";0,055;17,41166;0;0;0;;;;0,0273;;;
"1921-01-01 00:00:00";0,056;20,06228;0;0;0;;;;0,01645;;;
"1922-01-01 00:00:00";0,07;22,12294;0;0;0;;;;0,00945;;;
"1923-01-01 00:00:00";0,07;26,74364;0;0,836506571674241;0;;;;0,0105;;;
"1924-01-01 00:00:00";0,074;31,21734;0;0,884412234369242;0;;;;0;;;
"1925-01-01 00:00:00";0,065;33,38496;0;0,982680260410269;0;;;;0,00875;;;
"1926-01-01 00:00:00";0,067;36,42002;0;1,28608279081194;0;;;;0,0077;;;
"1927-01-01 00:00:00";0,073;36,70884;0;1,36961061294681;0;;;;0,00735;;;
"1928-01-01 00:00:00";0,074;36,40616;0;1,49735904680015;0;;;;0,00945;;;
"1929-01-01 00:00:00";0,075;38,14874;0;1,59562707284117;0;;;;0,0126;;;
"1930-01-01 00:00:00";0,076;38,21552;0;1,85358064119887;0;;;;0,00735;;;
"1931-01-01 00:00:00";0,074;35,44128;0;1,57597346763297;0;;;;0,00665;;;
"1932-01-01 00:00:00";0,075;32,81152;0;1,58334356958605;0;;;;0,00735;;;
"1933-01-01 00:00:00";0,079;33,27996;0;1,79216312492323;0;;;;0,0084;;;
"1934-01-01 00:00:00";0,078;33,7729;0;1,94939196658887;0;;;;0,0091;;;
"1935-01-01 00:00:00";0,076;32,72892;0;2,21471563689964;0;;;;0,00665;;;
"1936-01-01 00:00:00";0,07;32,05496;0;2,4112516889817;0;;;;0,00595;;;
"1937-01-01 00:00:00";0,07;31,47018;0;2,67166195799042;0;;;;0,00735;;;
"1938-01-01 00:00:00";0,072;32,99716;0;2,52941899029603;0;;;;0,00945;;;
"1939-01-01 00:00:00";0,07;34,86574;0;2,99078737255865;0;;;;0,00525;;;
"1940-01-01 00:00:00";0,069;28,16072;0;2,90701388035868;0;;;;0,0084;;;
"1941-01-01 00:00:00";0,058;30,13766;0;3,01560004913401;0;;;;0,0294;;;
"1942-01-01 00:00:00";0,065;30,13024;0;2,5743766122098;0;;;;0,0735;;;
"1943-01-01 00:00:00";0,068;29,04202;0;2,76747328338042;0;;;;0,0665;;;
"1944-01-01 00:00:00";0,059;18,22982;0;2,24321336445154;0;;;;0,03955;;;
"1945-01-01 00:00:00";0,029;24,03478;0;2,49821889202801;0;;;;0,0336;;;
"1946-01-01 00:00:00";0,052;33,90478;0,101212222222222;2,75224173934406;0;;;;0,02975;;;
"1947-01-01 00:00:00";0,05;32,54006;0,266832222222222;3,15366662572166;0;;;;0,0203;;;
"1948-01-01 00:00:00";0,052;31,07524;0,329399777777778;3,60373418498956;0;;;;0,01295;;;
"1949-01-01 00:00:00";0,058;36,6142;0,449014222222222;2,69770298489129;0;;;;0,01575;;;
"1950-01-01 00:00:00";0,128;36,29822;0,483978444444444;1,49170863530279;0;;;;0,0035;;;
"1951-01-01 00:00:00";0,291;37,92166;0,552066666666667;5,16226507800025;0;;;;0,0245;;;
"1952-01-01 00:00:00";0,35;39,5913;0,534584555555556;5,46345657781599;0;;;;0,028;;;
"1953-01-01 00:00:00";0,367;37,62976;0,482138222222222;5,16914383982312;0;;;;0,007;;;
"1954-01-01 00:00:00";0,505;38,8857;0,542865555555556;5,95946443925808;0;;;;0,0175;;;
"1955-01-01 00:00:00";0,878;39,59676;0,583350444444444;6,27416779265447;0;;;;0,0105;;;
"1956-01-01 00:00:00";1,264;39,53614;0,712166;6,34885149244565;0;;;;0,0175;;;
"1957-01-01 00:00:00";1,411;40,71998;1,026844;6,09998771649675;0;;;;0,007;;;
"1958-01-01 00:00:00";1,386;41,37826;1,53842577777778;7,91942021864636;0,00104223663982907;;;;0,00105;;;
"1959-01-01 00:00:00";1,618;41,2377;3,58843333333333;8,00466773123695;0,010682925558248;;;;0,00175;;;
"1960-01-01 00:00:00";1,977;40,12862;2,61863622222222;9,91131310649797;0,0338726907944449;;;;0,0007;;;
"1961-01-01 00:00:00";2,163;37,87112;3,68964555555556;9,38803586782951;0,0633158758696162;;;;0;;;
"1962-01-01 00:00:00";2,37;37,86174;4,36132666666667;8,78982925930475;0,110216524661924;;;;0,00105;;;
"1963-01-01 00:00:00";2,522;34,4673;4,47266011111111;10,653973713303;0,109174288022095;;;;0,00105;;;
"1964-01-01 00:00:00";2,846;38,06642;4,68336555555556;8,5358064119887;0,151124312775216;;;;0;;;
"1965-01-01 00:00:00";2,998;37,07368;4,64472088888889;11,3602751504729;0,23372156648167;;;;0;;;
"1966-01-01 00:00:00";2,932;36,31348;4,74869344444444;12,6574130942145;0,363480028140389;;;;0;;;
"1967-01-01 00:00:00";2,832;34,5681;5,11857811111111;11,0463088072718;0,667031449490607;;;;0;;;
"1968-01-01 00:00:00";2,688;30,69024;5,22807133333333;12,3925807640339;0,823106386305011;;;;0;;;
"1969-01-01 00:00:00";2,499;29,6471;5,98624288888889;13,0023338656185;1,1633966492092;;;;0;;;
"1970-01-01 00:00:00";2,309;27,3175;6,33036444444444;13,9063997051959;1,48805336251596;;;;0;;;
"1971-01-01 00:00:00";1,861;24,26564;6,57787433333333;11,9697825819924;2,43075640324136;;;;0;;;
"1972-01-01 00:00:00";1,484;22,07814;6,91647522222222;11,9778896941408;3,8018187029365;;;;0;;;
"1973-01-01 00:00:00";1,254;19,13828;6,94315844444444;11,6828399459526;3,84350816852966;;;;0;;;
"1974-01-01 00:00:00";1,08;17,18598;7,01860755555556;13,9916472177865;3,83282524297142;;;;0;;;
"1975-01-01 00:00:00";1,028;17,02582;6,75361555555556;14,7176022601646;4,75468355090023;;;;0;;;
"1976-01-01 00:00:00";1,057;16,65426;6,38373088888889;11,9604471195185;4,10719403840642;;;;0;;;
"1977-01-01 00:00:00";1,032;16,1987;6,99100422222222;18,7085124677558;4,67469188879335;;;;0;;;
"1978-01-01 00:00:00";1,105;14,92904;7,00204555555555;16,8237317282889;7,55595507960082;;;;0;;;
"1979-01-01 00:00:00";1,197;14,05768;7,14834322222222;16,452769929984;9,87727663566013;;;;0;;;
"1980-01-01 00:00:00";2,4610813;14,311864;7,0338902;16,767719;16,525703;0,15572752;0;0;;0;0,11546493;
"1981-01-01 00:00:00";2,9269655;14,464704;6,6308942;17,284855;25,856588;0,16671443;0;0;;0;0,13020514;
"1982-01-01 00:00:00";2,6443872;13,476325;6,1415386;16,852966;26,740404;0,25652048;0;0;;0;0,14003193;
"1983-01-01 00:00:00";2,6984174;13,291933;6,2111259;16,586414;35,432919;0,16384828;0;0;;0;0,14003193;
"1984-01-01 00:00:00";2,7058103;12,993278;5,9058647;15,725341;47,023113;0,21137862;0;0;;0;0,14003193;
"1985-01-01 00:00:00";3,3877628;11,994773;4,9980268;14,80113;55,028011;0,17961212;0;0;;0;0,14003193;
"1986-01-01 00:00:00";3,8070869;11,586121;3,9340904;14,974327;62,419033;0,2013471;0;0;;0;0,13757524;
"1987-01-01 00:00:00";3,9964821;10,467058;3,6501169;16,858618;64,94828;0,20970669;0;0;;0;0,13266183;
"1988-01-01 00:00:00";4,1156769;9,1499376;3,0096817;18,167793;67,82016;0,20254132;0;0;;0;0,13266183;
"1989-01-01 00:00:00";3,9963715;8,9046011;2,8955777;11,237931;75,227341;0,36041847;0;0;;0;0,13020514;
"1990-01-01 00:00:00";3,7398832;7,7803202;2,7996082;12,970397;77,744858;0,3897965;0;0;;0;0,14027761;
"1991-01-01 00:00:00";3,5914547;7,428298;3,1657045;13,825574;82,016991;0,43302763;0;0;;0;0,14347132;
"1992-01-01 00:00:00";3,6685531;6,8441429;3,0957582;16,782459;83,775711;0,44377568;0;0,0029303511;;0;0,14224297;
"1993-01-01 00:00:00";3,4964397;6,2932663;3,207365;15,796585;91,138123;0,415353;0,00049134012;0,017582105;;0;0,13683823;
"1994-01-01 00:00:00";3,5587592;5,5439897;3,3105245;19,176268;89,106544;0,4600172;0,0012283503;0,023442809;;0;0,13831225;
"1995-01-01 00:00:00";3,1996877;5,2784624;3,1059892;17,736397;93,376457;0,52378905;0,0012283503;0,023442809;;0;0,13978627;
"1996-01-01 00:00:00";2,824285;5,2314029;2,6758349;15,828523;98,35405;0,57299131;0,0017196905;0,038094565;;0;0,13462719;
"1997-01-01 00:00:00";2,326668;4,3173013;2,3655732;15,51431;97,894424;0,64894432;0,0027023708;0,052746318;;0;0,14052328;
"1998-01-01 00:00:00";2,0816548;3,574059;2,0429981;15,10355;96,039764;0,6453616;0,0049134013;0,061537374;;0;0,14543667;
"1999-01-01 00:00:00";1,9299164;3,1963887;1,855831;17,646973;97,587746;0,75475305;0,0090897921;0,058607019;;0;0,14297998;
"2000-01-01 00:00:00";1,854516;2,192338;1,6727576;16,328707;102,76557;0,85053027;0,018916596;0,058607019;;0;0,14199729;0,25323185
"2001-01-01 00:00:00";1,7908301;1,4251096;1,7199743;18,152069;104,22836;1,0308589;0,032182779;0,058607019;;0;0,13487287;0,25451729
"2002-01-01 00:00:00";1,7366164;1,0309114;1,6774784;14,738238;108,11172;1,0939142;0,065348238;0,058607019;;0;0,13339885;0,27679825
"2003-01-01 00:00:00";1,5148175;1,132794;1,4483871;14,388159;109,17872;1,1641349;0,095319986;0,049815968;;0;0,13413586;0,31750387
"2004-01-01 00:00:00";1,4664012;0,10441195;1,2519852;14,562339;110,95364;1,201156;0,14592803;0,049815968;;0;0,12946813;0,33207223
"2005-01-01 00:00:00";1,2739429;0;1,0110029;12,520575;112,3479;1,1982899;0,23633461;0,07325878;;0;0,120624;0,5193181
"2006-01-01 00:00:00";1,2019399;0;1,1152965;13,693895;111,99354;1,182526;0,53605211;0,14651756;;0;0,11718462;0,50689214
"2007-01-01 00:00:00";1,1120872;0;0,99275225;14,010318;109,46846;1,3220121;0,99742049;0,27252266;;0;0,19334234;0,82011127
"2008-01-01 00:00:00";1,096951;0;0,86206692;15,481391;109,38274;1,393427;1,397617;0,46885616;;0,0012283503;0,18376121;1,5073936
"2009-01-01 00:00:00";1,0210503;0;0,81988281;13,862671;102,07483;1,4689022;1,9434959;0,45249096;;0,0024567007;0,21201326;1,7893336
"2010-01-01 00:00:00";1,0175003;0;0,69324434;15,218032;106,85166;1,5319576;2,4431889;0,4920235;;0,0024567007;0,30217418;1,7147781
"2011-01-01 00:00:00";1,0037336;0;0,57288933;10,868935;110,34915;1,7108531;2,9608157;0,49773404;;0,0024567007;0,75862914;1,5682378
"2012-01-01 00:00:00";0,92094868;0;0,50198817;14,235844;106,16171;1,7261393;3,6636777;0,46020368;;0;1,274045;1,8741727
"2013-01-01 00:00:00";0,90499908;0;0,3217563;17,160053;105,18774;1,707987;3,9388282;0,4749752;;0;1,4580518;1,8471785
"2014-01-01 00:00:00";0,86902833;0;0,016922927;15,24653;108,91399;1,7875227;4,2375631;0,47949576;;0;1,7351676;2,0125718
"2015-01-01 00:00:00";0,91689688;0;0,021275273;13,211645;109,18002;1,9616413;5,220243;0,48296329;;0;2,0764034;2,0802717
"2016-01-01 00:00:00";0,90569103;0;0,020262159;14,569955;100,69387;2,2809782;5,2573395;0,45627832;;0,00098268024;2,2675347;1,9311606